Australian Bureau of Statistics

"2016 Experimental IHAD - Counting Families, Place of Enumeration"
"SA2 by HIED Equivalised Total Household Income (weekly)"
"Counting: Family Records"

Filters:
"Default Summation","Family Records"

"HIED Equivalised Total Household Income (weekly)","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800 - $25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000 or more ($156,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"Springwood - Winmalee",51,42,167,301,644,755,795,884,1092,788,641,481,471,146,145,647,139,204,8392,
"Wentworth Falls",29,21,80,142,308,266,257,253,257,165,148,110,116,39,54,189,68,142,2650,
"Blue Mountains - South",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,
"Cambridge Park",40,36,152,277,478,600,596,771,797,598,407,274,167,37,38,448,106,202,6013,
"Castlereagh - Cranebrook",73,38,216,348,487,614,709,972,1173,911,675,481,428,108,133,668,127,361,8512,
"Emu Plains - Leonay",53,28,99,218,427,420,457,548,686,487,438,326,280,97,95,377,117,190,5355,
"Glenmore Park - Regentville",56,26,130,218,366,461,569,848,987,852,687,484,483,138,120,538,76,213,7254,
"Jamisontown - South Penrith",71,44,198,356,603,656,647,809,931,670,468,279,226,66,78,419,156,316,6998,
"Kingswood - Werrington",90,33,288,479,803,707,708,931,979,688,465,260,231,43,27,460,152,426,7779,
"Mulgoa - Luddenham - Orchard Hills",37,10,70,108,149,222,233,325,396,318,269,239,231,64,95,268,65,150,3263,
"Penrith",81,55,259,465,768,587,571,574,686,442,313,200,204,53,51,308,166,454,6232,
"Warragamba - Silverdale",13,13,42,63,124,137,156,199,259,192,147,89,83,14,33,132,33,68,1797,
"Richmond - Clarendon",60,46,176,313,579,579,553,631,636,444,301,216,198,45,55,378,138,269,5619,
"Windsor - Bligh Park",53,37,207,351,500,545,550,681,808,553,397,269,233,57,53,440,136,277,6145,
"Yarramundi - Londonderry",18,16,40,86,163,163,180,233,299,208,145,83,89,17,31,217,49,144,2162,
"Erskine Park",15,7,37,65,110,170,164,261,318,256,184,144,101,24,22,206,32,56,2180,
"St Clair",54,48,182,271,478,578,597,872,1074,724,541,328,223,76,44,606,112,261,7070,
"Colyton - Oxley Park",69,27,129,277,446,450,484,552,495,321,229,123,84,15,19,349,129,205,4393,
"St Marys - North St Marys",98,74,318,451,748,687,643,766,753,428,271,131,96,14,25,444,217,471,6633,
"Homebush Bay - Silverwater",177,64,184,211,281,456,443,580,819,604,671,550,755,184,320,467,54,717,7541,
"Rookwood Cemetery",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Auburn - Central",124,118,457,501,614,700,542,573,521,253,132,94,66,20,14,583,101,247,5646,
"Auburn - North",111,70,312,344,390,494,451,456,396,210,94,48,45,10,13,335,88,208,4079,
"Auburn - South",75,51,204,251,295,315,266,262,228,150,87,63,46,17,3,272,55,117,2749,
"Berala",70,44,234,236,331,404,338,305,361,188,130,67,63,16,12,303,59,83,3245,
"Lidcombe",177,104,374,449,608,756,719,781,786,539,319,259,238,80,116,655,100,325,7367,
"Regents Park",52,33,119,154,210,202,194,185,209,98,68,49,30,8,10,130,49,53,1849,
"Carlingford",212,133,350,430,711,816,862,983,1197,909,641,539,611,251,257,832,141,248,10128,
"Ermington - Rydalmere",127,76,363,540,658,636,634,825,943,643,471,382,369,113,150,626,152,274,7976,
"Oatlands - Dundas Valley",145,74,345,501,592,575,559,693,736,501,438,331,386,130,137,491,139,296,7061,
"Chester Hill - Sefton",124,104,493,635,715,650,637,621,566,326,210,142,115,37,27,509,134,267,6297,
"Fairfield - East",116,91,437,558,686,649,490,546,383,218,123,60,65,16,18,504,169,332,5461,
"Granville - Clyde",159,125,544,581,714,739,638,822,764,454,294,159,156,39,48,682,153,402,7463,
"Greystanes - Pemulwuy",103,85,262,467,764,834,798,982,1156,856,644,450,474,153,131,751,141,297,9349,
"Guildford - South Granville",169,137,643,722,815,791,601,568,549,306,192,121,108,27,30,608,227,478,7088,
"Guildford West - Merrylands West",153,116,494,680,852,750,714,792,763,473,321,201,133,32,31,612,182,348,7654,
"Merrylands - Holroyd",219,149,613,788,1012,1111,994,1072,1111,674,478,331,289,85,80,862,229,433,10536,
"Smithfield Industrial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Yennora Industrial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"North Parramatta",148,76,365,480,627,684,689,953,1083,817,609,521,606,140,179,515,125,732,9341,
"North Rocks",27,14,43,98,146,211,229,291,311,292,246,191,199,95,104,238,29,53,2824,
"Northmead",109,51,219,316,496,646,614,831,1089,855,639,511,553,171,183,473,130,424,8283,
"Parramatta - Rosehill",255,134,446,588,689,941,1086,1447,1637,1085,727,612,671,153,185,761,135,1015,12568,
"Toongabbie - Constitution Hill",108,82,259,448,772,758,777,878,1058,676,552,386,402,127,114,603,152,295,8454,
"Winston Hills",29,20,47,115,283,267,314,417,481,377,353,243,296,112,83,268,63,69,3822,
"Pendle Hill - Girraween",66,48,166,257,393,458,440,538,603,411,314,186,152,45,28,324,94,199,4742,
"Wentworthville - Westmead",90,45,236,369,477,526,529,645,733,520,393,260,267,75,75,410,91,221,5965,
"Epping - North Epping",282,115,323,375,552,700,721,921,1145,878,763,696,827,336,459,866,107,271,10351,
"Pennant Hills - Cheltenham",79,37,156,185,321,436,430,621,782,622,591,569,760,407,519,668,108,165,7447,
"Eastwood - Denistone",264,136,355,485,697,786,701,908,1090,892,596,492,605,238,285,767,115,304,9722,
"Gladesville - Huntleys Point",111,41,143,243,376,311,361,422,563,485,453,468,619,276,426,410,96,286,6087,
"Hunters Hill - Woolwich",77,18,73,92,154,157,135,205,237,239,206,270,389,238,495,369,59,186,3592,
"Macquarie Park - Marsfield",412,156,317,393,597,666,619,761,1018,741,677,582,651,209,287,507,116,420,9122,
"North Ryde - East Ryde",61,32,121,195,334,326,341,367,443,381,301,308,353,186,213,397,71,120,4546,
"West Ryde - Meadowbank",179,82,261,339,566,673,620,822,977,784,690,530,572,218,244,510,87,268,8420,
"Putney",15,13,18,55,74,83,96,102,154,133,119,104,147,62,117,155,21,47,1503,
"Ryde",301,119,313,523,778,770,829,1087,1259,921,803,652,779,280,369,853,174,510,11314,
"Ashcroft - Busby - Miller",96,140,634,772,839,681,517,519,394,205,105,44,43,8,21,499,261,544,6334,
"Austral - Greendale",52,42,129,187,252,281,284,293,314,212,142,85,90,33,37,333,67,257,3093,
"Cobbitty - Leppington",57,41,115,206,341,444,496,648,819,645,520,456,362,112,115,440,101,369,6293,
"Badgerys Creek",0,0,0,0,3,5,15,0,4,0,0,0,0,0,0,0,0,4,22,
"Cecil Hills",13,17,64,82,131,187,198,245,272,208,132,103,102,45,30,193,21,70,2119,
"Green Valley",64,53,215,282,326,502,433,426,431,289,195,101,71,25,20,389,70,116,4007,
"Hinchinbrook",51,28,166,174,262,398,419,500,489,296,230,150,124,35,23,380,59,98,3877,
"Hoxton Park - Carnes Hill - Horningsea Park",45,36,120,169,264,304,352,483,487,358,239,143,99,25,19,294,47,118,3602,
"West Hoxton - Middleton Grange",45,38,117,187,234,369,406,527,641,504,355,257,220,59,56,405,56,190,4671,
"Bonnyrigg Heights - Bonnyrigg",87,111,326,478,533,639,545,563,558,325,203,116,90,18,34,485,97,146,5336,
"Bossley Park - Abbotsbury",105,65,275,381,595,550,561,708,685,484,318,222,202,69,59,631,141,138,6196,
"Cabramatta - Lansvale",303,215,824,967,1099,1184,999,876,688,314,146,99,68,21,36,736,167,380,9121,
"Cabramatta West - Mount Pritchard",114,96,412,534,793,708,607,629,555,293,183,108,61,21,15,533,142,237,6055,
"Canley Vale - Canley Heights",167,141,613,736,869,878,713,733,657,357,199,84,87,22,30,710,120,246,7359,
"Edensor Park",59,47,173,201,303,360,300,351,349,256,193,98,86,34,24,262,62,61,3221,
"Fairfield",174,93,571,768,901,792,603,590,493,263,167,83,68,16,23,456,160,256,6481,
"Fairfield - West",139,102,455,643,792,810,650,643,607,308,189,99,79,22,21,560,137,193,6455,
"Greenfield Park - Prairiewood",40,47,173,221,337,301,238,311,283,181,118,69,52,31,18,232,38,59,2754,
"Horsley Park - Kemps Creek",21,12,36,72,97,94,109,170,151,126,84,53,80,35,36,148,37,95,1454,
"Smithfield - Wetherill Park",114,85,348,581,815,668,693,677,636,387,248,159,119,30,33,508,148,222,6465,
"St Johns Park - Wakeley",54,57,181,288,425,422,343,405,379,245,131,111,73,29,19,333,47,102,3645,
"Wetherill Park Industrial",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,
"Casula",66,59,242,344,494,501,537,548,618,410,285,200,190,45,53,435,105,301,5437,
"Chipping Norton - Moorebank",78,52,180,303,511,570,571,768,822,569,490,374,341,121,98,513,119,224,6694,
"Holsworthy - Wattle Grove",48,38,115,202,387,453,588,762,993,718,581,433,459,124,112,586,77,196,6878,
"Liverpool",201,119,726,939,1126,1141,899,995,975,550,261,211,138,23,40,705,258,1188,10504,
"Lurnea - Cartwright",75,81,339,511,537,492,418,352,312,192,83,58,35,8,20,315,187,310,4319,
"Prestons - Edmondson Park",48,30,180,234,354,450,506,647,760,534,359,256,201,60,46,483,76,172,5411,
"Warwick Farm",67,31,197,258,276,218,214,243,240,120,70,49,39,6,20,153,82,361,2642,
"Gymea - Grays Point",67,46,119,222,377,410,454,563,808,635,572,451,570,218,282,512,109,160,6579,
"Miranda - Yowie Bay",73,47,200,358,584,611,571,719,842,602,492,403,499,133,174,572,188,287,7356,
"Sylvania - Taren Point",98,57,162,291,491,476,535,617,666,504,375,335,363,152,261,489,138,238,6238,
"Caringbah",69,43,146,243,430,399,406,493,625,429,402,331,343,90,88,365,121,257,5267,
"Caringbah South",41,30,77,133,305,291,300,377,449,383,361,308,376,153,233,435,65,117,4438,
"Cronulla - Kurnell - Bundeena",122,74,169,323,561,633,672,943,1209,985,863,769,914,309,518,767,186,753,10779,
"Lilli Pilli - Port Hacking - Dolans Bay",17,5,11,17,30,33,51,81,100,88,100,85,113,77,115,111,9,24,1063,
"Woolaware - Burraneer",17,22,49,87,143,162,163,218,309,264,214,239,258,111,187,263,56,90,2857,
"Heathcote - Waterfall",17,12,50,91,198,203,201,262,292,253,181,139,137,45,40,216,51,47,2422,
"Illawong - Alfords Point",32,15,54,90,146,171,264,325,396,371,324,269,320,182,136,365,39,55,3555,
"Menai - Lucas Heights - Woronora",47,37,119,213,362,439,506,673,893,780,684,544,594,256,222,671,93,160,7304,
"Oyster Bay - Como - Jannali",78,49,147,249,446,477,513,630,889,736,674,526,724,275,306,613,139,184,7659,
"Royal National Park",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,12,
"Sutherland - Kirrawee",87,59,221,371,697,653,667,806,1080,856,720,620,623,182,199,571,198,375,8962,
"Engadine",52,26,86,189,436,486,564,688,869,676,517,380,368,98,84,410,100,92,6122,
"Loftus - Yarrawarrah",20,12,38,76,144,182,217,294,323,287,218,172,218,74,47,222,26,45,2611,
"Woronora Heights",9,9,15,24,39,41,67,100,178,134,132,97,101,63,50,129,10,10,1200,
"Migratory - Offshore - Shipping (NSW)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,
"Aranda",7,9,13,29,31,43,34,71,101,75,73,93,118,40,80,94,7,31,941,
"Belconnen",99,30,113,127,141,146,187,271,328,317,268,232,283,59,91,166,36,302,3215,
"Bruce",51,25,50,56,77,130,170,243,284,282,263,235,317,86,135,204,16,123,2743,
"Charnwood",12,10,59,67,89,104,103,124,182,110,93,68,61,11,5,90,14,69,1274,
"Cook",7,11,25,42,62,75,73,103,143,119,110,106,146,48,58,71,12,49,1266,
"Dunlop",24,10,55,60,88,136,175,218,353,340,273,236,218,65,49,206,25,72,2600,
"Evatt",11,11,43,59,80,112,155,184,267,231,198,162,185,50,58,138,20,128,2089,
"Florey",26,22,81,94,124,125,152,203,230,165,163,130,161,45,45,140,27,73,1998,
"Flynn (ACT)",15,9,22,39,43,86,70,122,148,151,123,117,127,33,23,111,16,31,1266,
"Fraser",3,0,15,17,25,36,48,69,87,83,92,73,63,28,23,48,3,39,766,
"Giralang",10,9,43,41,53,75,87,116,157,158,107,107,124,32,32,88,16,44,1298,
"Gooromon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,
"Hawker",8,5,43,32,56,72,82,94,136,115,125,81,133,56,79,66,16,38,1235,
"Higgins",16,8,30,45,88,120,82,117,142,116,114,76,83,12,32,68,18,48,1234,
"Holt",10,21,62,95,149,202,201,215,279,196,187,91,146,27,27,103,35,115,2140,
"Kaleen",26,23,77,112,117,179,182,268,322,266,252,184,242,85,82,252,35,95,2799,
"Latham",3,9,36,57,74,113,127,126,177,160,120,104,105,31,25,121,12,64,1468,
"Lawson",3,0,0,0,0,0,9,0,4,6,0,0,0,3,3,0,0,5,50,
"Macgregor (ACT)",19,9,34,81,96,153,194,249,390,347,278,205,243,58,46,168,23,75,2665,
"Macquarie",20,10,40,56,70,74,78,123,118,130,89,68,85,35,35,65,20,56,1178,
"McKellar",8,8,25,36,38,43,80,90,118,95,94,88,82,43,43,103,11,40,1055,
"Melba",7,8,43,50,64,73,79,114,174,123,101,91,104,39,42,79,14,35,1252,
"Page",16,6,33,56,95,105,119,131,158,112,102,81,78,19,22,67,31,57,1295,
"Scullin",4,8,34,60,67,94,119,124,141,124,103,71,87,25,19,81,14,61,1240,
"Spence",4,4,27,25,62,54,85,92,134,97,94,71,68,35,24,77,4,38,998,
"Weetangera",3,7,13,25,22,34,50,53,92,112,97,93,120,51,71,87,11,21,961,
"Molonglo Corridor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"West Belconnen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Hume",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,
"Kowen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,11,
"Canberra East",6,6,25,48,61,42,31,47,35,24,24,21,13,0,3,13,15,112,528,
"Canberra Airport",0,0,0,0,0,0,0,9,7,11,10,6,4,0,0,0,0,7,50,
"Majura",0,0,0,5,3,3,0,3,0,4,5,0,5,4,6,9,0,12,70,
"Amaroo",10,15,34,35,65,85,114,194,244,223,216,188,217,57,84,157,15,45,1992,
"Bonner",8,9,39,47,57,144,157,231,294,236,238,221,224,68,54,165,11,83,2280,
"Casey",13,7,28,36,45,104,108,219,300,264,265,229,240,83,59,124,11,94,2234,
"Crace",10,5,15,12,33,64,91,140,215,193,193,173,250,73,82,141,7,61,1757,
"Forde",21,9,16,14,35,55,60,106,163,130,157,147,234,87,97,105,11,50,1481,
"Franklin",26,28,51,67,78,130,143,232,358,296,230,205,251,79,91,173,19,103,2562,
"Gungahlin",46,28,46,71,100,144,159,199,314,265,230,148,220,62,66,208,18,149,2463,
"Hall",0,0,0,0,4,13,7,3,16,4,4,15,4,3,9,13,0,5,111,
"Harrison",38,23,47,56,103,114,162,250,423,337,288,238,328,81,103,202,15,92,2891,
"Mitchell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Ngunnawal",21,29,91,117,202,269,301,407,553,502,422,301,321,91,86,251,44,169,4184,
"Nicholls",16,13,31,48,79,117,120,185,241,196,234,215,307,142,182,219,14,83,2446,
"Palmerston",20,15,58,69,128,150,145,175,259,219,227,143,196,60,61,163,27,82,2200,
"Gungahlin - East",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Gungahlin - West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Jacka",0,0,3,12,15,19,26,24,50,25,22,25,17,3,0,11,3,5,253,
"Kenny",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,
"Moncrieff",0,0,0,0,0,4,0,0,0,5,0,3,3,0,0,5,0,0,30,
"Taylor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Throsby",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Acton",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,
"Ainslie",23,10,67,105,140,139,106,130,171,155,156,131,250,128,155,177,53,105,2199,
"Braddon",58,25,71,85,97,96,103,120,187,229,271,282,415,93,160,195,38,346,2874,
"Civic",51,13,15,10,19,30,28,66,88,90,101,123,196,71,174,81,8,291,1453,
"Dickson",14,9,41,34,41,62,66,72,105,98,75,80,102,23,36,63,10,73,999,
"Downer",15,8,58,71,92,82,105,146,174,120,118,107,149,38,53,103,20,75,1551,
"Hackett",8,3,28,53,57,61,68,103,131,101,98,103,142,42,84,96,15,41,1242,
"Lyneham",35,17,58,97,125,148,129,186,226,228,213,189,257,59,112,174,17,207,2501,
"O'Connor (ACT)",18,24,74,80,124,106,122,138,194,201,186,208,260,96,157,213,35,131,2355,
"Turner",66,23,59,52,89,88,88,95,164,148,207,161,269,65,150,137,27,244,2139,
"Watson",19,18,56,91,118,143,172,196,290,241,220,208,290,94,103,165,31,126,2570,
"Black Mountain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Campbell",16,9,18,22,26,55,49,89,124,96,97,112,183,75,161,132,16,70,1335,
"Duntroon",0,0,0,0,0,3,9,17,11,16,10,14,18,5,4,31,0,15,154,
"Parkes (ACT) - North",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Reid",10,15,55,52,51,39,35,38,52,63,61,40,78,29,72,61,12,116,886,
"Russell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Deakin",8,0,20,27,27,37,65,67,95,85,82,88,164,82,171,107,21,59,1209,
"Forrest",4,0,4,7,9,13,12,7,50,55,40,64,102,50,138,66,7,77,731,
"Griffith (ACT)",20,11,37,68,90,67,80,80,160,169,188,189,302,115,236,136,23,151,2120,
"Lake Burley Griffin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Narrabundah",23,15,84,104,135,145,128,139,174,193,196,201,263,116,188,183,30,186,2509,
"Parkes (ACT) - South",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,
"Red Hill (ACT)",12,14,20,22,44,43,48,52,89,83,80,80,153,85,164,97,12,98,1195,
"Yarralumla",3,8,23,24,50,38,46,71,82,74,83,89,164,80,206,132,15,76,1256,
"Barton",7,0,10,6,6,9,17,30,51,64,67,78,157,35,121,38,4,82,789,
"Fyshwick",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,10,
"Kingston (ACT)",11,9,23,23,40,41,55,101,141,209,211,296,481,103,311,152,18,246,2472,
"Banks",18,14,41,51,79,116,107,159,281,221,173,129,182,35,42,148,18,55,1872,
"Bonython",16,9,28,51,89,98,94,143,197,173,173,122,145,42,44,112,10,30,1564,
"Calwell",7,10,37,69,79,107,128,206,256,244,226,177,207,62,74,159,10,86,2148,
"Chisholm",9,13,42,64,113,114,136,184,255,235,164,129,160,54,53,176,31,69,2007,
"Conder",19,8,45,60,83,93,125,171,232,202,197,147,158,49,43,159,26,82,1883,
"Fadden",4,4,13,10,31,31,52,68,114,104,132,102,165,59,90,102,8,22,1109,
"Gilmore",4,7,46,46,49,49,60,79,133,123,119,87,84,23,16,78,11,35,1040,
"Gordon (ACT)",24,8,60,109,170,185,181,282,379,300,285,232,281,83,55,244,34,89,2997,
"Gowrie (ACT)",5,9,32,29,48,75,69,98,141,116,119,100,136,37,35,80,6,34,1161,
"Greenway",7,4,19,33,35,42,65,87,122,109,102,52,92,22,45,50,9,58,963,
"Isabella Plains",17,13,22,60,107,130,110,202,248,173,160,105,113,39,30,123,22,91,1752,
"Kambah",47,35,161,238,334,376,430,534,701,580,530,463,488,153,195,463,87,248,6056,
"Macarthur",0,0,5,4,6,19,29,41,64,56,57,45,71,18,35,47,0,21,514,
"Monash",15,11,31,83,149,138,147,216,264,196,194,149,218,53,67,173,31,78,2208,
"Mount Taylor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,
"Oxley (ACT)",6,7,15,23,31,44,47,51,71,79,62,40,65,21,18,53,7,14,654,
"Richardson",10,6,39,67,69,79,90,113,155,148,82,91,80,16,9,87,13,34,1192,
"Theodore",6,6,39,35,75,80,94,122,159,151,159,141,138,39,29,117,9,43,1442,
"Tuggeranong",0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,11,
"Wanniassa",14,25,84,101,169,192,204,324,341,294,281,213,259,103,101,200,42,101,3043,
"Tuggeranong - West",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,4,
"Chapman",7,3,10,14,27,45,41,72,86,98,89,99,134,67,89,85,6,27,1001,
"Duffy",8,10,31,25,57,81,79,90,143,105,112,98,128,34,69,105,21,45,1243,
"Fisher",5,3,26,29,68,100,71,110,137,128,123,96,111,37,44,71,18,54,1242,
"Holder",3,5,18,31,42,59,80,112,123,96,102,103,139,27,45,86,10,33,1124,
"Rivett",15,6,26,67,102,98,85,134,133,134,77,87,142,42,39,70,19,66,1343,
"Stirling",5,4,15,32,48,54,55,74,88,78,65,62,69,20,45,54,6,41,828,
"Waramanga",3,7,23,61,77,60,72,93,106,97,86,85,115,44,47,67,23,41,1117,
"Weston",9,0,37,33,71,82,98,117,126,136,112,113,148,66,77,99,19,61,1405,
"Scrivener",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Chifley",10,14,26,39,51,70,81,95,93,121,87,81,124,33,37,81,18,46,1081,
"Curtin",16,9,26,54,78,97,112,153,225,187,174,164,235,102,160,166,31,88,2079,
"Farrer",5,7,20,37,38,75,85,109,142,102,107,111,128,58,78,98,12,30,1240,
"Garran",19,10,19,35,53,44,62,86,123,100,99,94,164,59,133,125,15,67,1304,
"Hughes",7,3,23,36,43,45,67,70,89,101,98,85,156,59,104,89,16,84,1179,
"Isaacs",6,0,7,18,45,46,57,72,118,85,92,63,103,59,67,82,13,24,963,
"Lyons (ACT)",15,13,56,74,82,90,108,141,142,125,93,86,119,45,53,77,24,142,1482,
"Mawson",18,12,39,51,86,92,96,151,147,122,101,98,130,55,85,84,17,52,1435,
"O'Malley",3,9,3,3,6,9,9,20,19,24,35,33,44,27,58,37,7,25,362,
"Pearce",13,3,19,32,73,61,67,77,114,100,85,100,140,34,59,72,8,53,1109,
"Phillip",21,4,18,34,59,67,106,129,207,167,168,155,169,21,56,69,22,165,1639,
"Torrens",4,5,13,33,42,46,49,62,102,104,74,52,92,37,42,66,10,26,860,
"Arboretum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Coombs",0,0,11,10,19,26,33,64,71,80,75,74,94,26,28,50,3,44,715,
"Denman Prospect",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Molonglo",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,
"Molonglo - North",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Wright",0,6,6,15,21,24,38,76,134,164,141,163,175,61,61,73,12,115,1281,
"ACT - South West",5,0,0,3,0,9,6,11,15,24,23,4,24,10,8,14,0,24,195,
"Namadgi",0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,18,
"Migratory - Offshore - Shipping (ACT)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Total",46789,28906,110642,176674,284378,272369,254913,298570,323346,230801,180247,145175,169154,60223,101898,240398,67501,186217,3178198,


"INFO","Cells in this table have been randomly adjusted to avoid the release of confidential data. No reliance should be placed on small cells."


"Copyright Commonwealth of Australia, 2018, see abs.gov.au/copyright"
"ABS data licensed under Creative Commons, see abs.gov.au/ccby"
